title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Little Book of Big Management Wisdom, The : 90 important quotes and how to use them in business",James McGrath,256,Pearson Education Limited,2017-02-28,15.22,0.78,4,5,0,1,0,2,2,1115446,9781292148434,English,"Personal, Development"
Astrology for Life : How to Be Your Own Vedic Astrologer,"David Hawthorne, V K Choudhry, 1st World Publishing",240,Sunstar Publishing (IA),2000-12-01,20.93,6.77,4.33,3,0,0,0,2,1,591803,9781887472753,English,"Personal, Development"
52 Awesome Things to Try Once in Your Life,Chronicle Books,54,Chronicle Books,2021-04-21,6.79,1.21,1.33,6,4,2,0,0,0,2215230,9781797202686,English,"Personal, Development"
The Worst-Case Scenario Little Book for Dating,"Joshua Piven, David Borgenicht, Jennifer Worick",80,Andrews McMeel Publishing,2006-09-01,5.65,1.85,4,11,0,1,2,4,4,1061024,9780740761775,English,"Personal, Development"
This is One Direction! Book & CD (A1 600 Headwords),Fiona Davis,40,Scholastic,2014-03-06,7.77,0.72,4.33,3,0,0,1,0,2,1039905,9781909221864,English,"Personal, Development"
Love Is the Answer : Creating Positive Relationships,"Gerald G. Jampolsky, Diane V. Cirincione",256,Bantam Doubleday Dell Publishing Group Inc,1991-04-01,16.08,1.92,4.21,70,0,3,10,26,31,539593,9780553352689,English,"Personal, Development"
Spark Wellness : 50 Ways to Feel Your Healthiest,Chronicle Books,50,CHRONICLE BOOKS,2021-09-02,11.87,1.63,2,1,0,1,0,0,0,2701315,9781797209371,English,"Personal, Development"
101 Plus Size Women's Clothing Tips,Lynda Moultry,104,LIFETIPS.COM,2006-12-30,9.78,1.22,3,6,2,1,0,1,2,1030122,9781602750012,English,"Personal, Development"
Level 2: Anne of Green Gables Book and Multi-ROM with MP3 Pack : Industrial Ecology,L Montgomery,60,Pearson Education Limited,2019-07-25,16.44,1.06,4.11,146,1,10,27,42,66,1011130,9781292121468,English,"Personal, Development"
5 Years of Must Reads from HBR: 2022 Edition (5 Books),"Harvard Business Review, Michael E. Porter, Joan C. Williams, Frances X. Frei, Marcus Buckingham",1152,Harvard Business Review Press,2022-05-10,81.03,19.96,5,1,0,0,0,0,1,2670896,9781647824396,English,"Personal, Development"
"La voz del conocimiento : The Voice of Knowledge, Spanish-Language Edition","Don Miguel Ruiz, Janet Mills, Luz Hernandez",256,"Amber-Allen Publishing,U.S.",2005-05-27,14.88,0.12,4.2,7793,195,317,1140,2258,3883,545655,9781878424556,English,"Personal, Development"
Alaskan Wilderness Adventure : Book 1,Duane Arthur Ose,138,Stratton Press,2019-12-04,13.15,1.85,3.97,212,3,19,34,82,74,589816,9781643456720,English,"Personal, Development"
Farley the Red Panda + Book with Multi-ROM : Footprint Reading Library 1000,"National Geographic, Rob Waring",24,"Cengage Learning, Inc",2008-02-20,6.05,5.35,4.6,5,0,0,1,0,4,643805,9781424023059,English,"Personal, Development"
Forensic Anthropology : Current Methods and Practice,"Angi M. Christensen, Nicholas V. Passalacqua, Eric J. Bartelink",520,Elsevier Science Publishing Co Inc,2019-09-23,84.93,2.02,4.4,50,1,1,3,17,28,63430,9780128157343,English,"Personal, Development"
Better Day Book: 52 Ways to Have Happier Days,Olivia Gibbs,172,Schiffer Publishing Ltd,2020-10-28,22.83,0.67,4.83,6,0,0,0,1,5,837110,9780764360947,English,"Personal, Development"
Inspirational Leadership : Timeless Lessons for Leaders from Shakespeare's Henry V,Richard Olivier,256,John Murray Press,2013-10-07,13.13,2.87,4,4,0,0,1,2,1,497168,9781857886030,English,"Personal, Development"
